profile_1,profile_2,profile_3,profile_4,profile_5,profile_6,profile_7,profile_8,profile_9
,control,control,control,control,treatment,treatment,treatment,treatment
GIF,3.85049,3.59738,3.96005,3.7068,3.61655,3.76722,4.04012,3.6895
GLI2,3.58224,3.71989,3.47692,3.30412,3.50783,3.7181,3.31504,3.45243
SLC30A3,6.46895,6.54874,6.91928,6.53968,6.41616,6.63464,6.32341,6.50159
GRIN2D,3.55603,3.78837,3.66983,3.60345,3.7154,3.83981,3.47361,3.76492
TNFRSF11A,5.16621,5.02257,4.84432,4.73507,5.08767,4.79144,5.03325,4.98049
SLC16A6,8.32559,8.47634,8.10764,8.60839,8.16487,8.0872,7.88872,8.08324
CDKN2A,3.41308,3.51294,3.72723,3.28797,3.40985,3.39635,3.4829,3.49535
ST13,11.1053,11.1431,11.1504,11.1151,11.0291,11.0896,11.0157,11.0825
MASP2,4.00889,4.05609,4.26868,3.80962,4.03355,4.40026,3.99736,4.00491
E2F2,4.4522,4.8037,4.91387,4.53225,4.39188,4.76225,4.55969,4.72429
SLC6A9,4.69626,4.71884,4.7415,4.64623,4.58283,4.87036,4.7784,4.74422
THRB,5.684,5.63048,5.95738,5.72593,5.34018,5.79992,5.74603,5.88677
VPS50,4.77975,4.86608,4.88698,4.99228,4.86474,4.96421,5.02262,4.93882
HIST2H4B,7.43674,7.47552,7.26839,7.41974,7.00673,7.10921,7.39959,7.2704
CLCNKB,4.56502,4.56278,4.65838,4.36297,4.33568,4.67272,4.46343,4.47033
SLC6A11,5.50115,5.47585,5.50913,5.522,5.44835,5.7918,5.2397,5.61742
SCN8A,4.02035,4.20924,4.24363,3.84266,3.87539,3.92169,4.14773,4.2262
CACNA2D1,4.86643,4.72611,4.89801,4.55082,4.69345,5.1204,4.98445,4.7437
SLC17A4,4.45891,4.59397,4.82098,4.71944,4.5966,4.74511,4.54324,4.51853
HAVCR1,3.4604,3.57774,3.71655,3.46616,3.47501,3.45928,3.22461,3.51457
SLC8A1,3.54959,3.09071,3.55495,3.17888,3.4495,3.45083,3.2449,3.31532
IMPG1,2.98087,2.94538,2.95781,2.95363,2.88952,3.16069,2.90882,2.95363
GPR37L1,4.35255,4.50222,4.81792,4.39484,4.49493,4.91633,4.43356,4.60258
SLC4A8,4.68506,5.14893,4.41492,5.23611,4.46143,4.04835,3.66975,4.34439
SLC16A7,7.22856,7.04101,7.0069,7.42389,7.7647,7.52856,7.58536,7.62378
PARK2,3.45118,3.40195,3.39415,3.39415,3.34762,3.46392,3.20324,3.39785
PAX9,5.52812,5.72546,5.47636,5.58904,5.56206,5.61127,5.77885,5.72767
EN2,4.51893,4.49817,4.56362,4.61116,4.4956,4.59954,4.65937,4.74303
ERN1,5.85555,5.56563,6.26685,5.4805,5.87307,6.14376,5.71833,5.72564
IAPP,3.59086,3.77809,3.58745,3.5327,3.53829,4.11238,3.65135,3.94797
TTTY14,3.86367,3.62454,4.11067,3.72827,3.80644,3.8331,3.90381,3.63143
AOC2,4.06221,3.64853,4.23757,3.97121,3.83493,4.13888,3.60578,4.00433
KRT75,4.89918,4.67931,5.10757,4.42071,4.43379,4.98184,4.81563,4.88133
HRC,4.3945,4.62117,4.6274,4.2346,4.19664,4.6201,4.32569,4.34668
HDC,4.90006,4.91077,5.20807,4.72579,5.05456,5.2987,5.04865,4.83914
ZFP37,4.0131,3.80844,3.88593,3.78714,3.84713,3.92503,3.93019,4.06338
SMAD6,6.73667,6.37757,6.38897,6.67592,6.57423,6.00621,6.14909,6.36075
RGR,4.43924,4.4173,4.44185,4.50202,4.2622,4.58446,4.31091,4.41847
ACO1,7.93882,7.99477,7.95332,7.95169,7.81411,7.89833,7.92662,7.94421
IL18RAP,4.48377,4.73354,4.59659,4.29366,4.31996,4.51171,4.40415,4.3689
CDKL2,4.86919,4.80297,5.07216,4.44755,4.65842,4.96429,4.77718,4.86422
SLC18A1,3.83251,3.72322,3.81764,3.52437,3.53625,4.18441,3.874,3.87401
NLRP3,3.70928,3.84363,4.29042,3.59548,3.81031,3.97971,3.77364,3.57829
ASS1,11.4235,11.5095,11.5612,11.6108,11.3665,11.5616,11.7267,11.6864
CELA2B,4.6347,4.38784,4.69549,4.38588,4.45926,4.58136,4.41365,4.48923
MED6,5.21459,5.12906,4.30707,4.88874,5.38729,5.17748,5.98575,4.92607
MED6,9.57975,9.73558,9.68812,9.81085,9.70627,9.72747,9.94592,9.78469
PYY,3.48665,3.60969,3.42481,3.61566,3.37933,3.48317,3.39673,3.59215
PI4KA,7.94013,7.92111,7.78995,7.88153,7.88359,7.78126,7.88984,7.96609
CSF1,4.27102,4.05904,4.79682,4.22493,4.11794,4.40325,4.22346,4.46726
CC2D1A,5.03396,5.08887,4.78414,4.89993,4.74594,5.17116,4.84576,4.63175
POU3F2,3.81031,3.79046,3.91192,3.87472,3.73928,3.98497,3.77311,3.86692
CSF2RA,3.56627,3.46299,4.12753,3.68511,3.67411,3.74876,3.76626,3.8374
GAGE12D,6.62715,6.41379,6.74739,6.44372,6.51687,6.64638,6.28002,6.54306
ANK1,5.04815,4.96678,5.23023,4.83497,4.90434,5.25468,4.9659,5.00693
SLC25A11,9.15548,9.19494,9.17108,9.15116,8.90899,9.02705,8.88339,9.12229
NRAP,3.31739,3.18042,3.62985,3.33783,3.08451,3.49874,3.3711,3.50126
ZFP30,7.19902,7.62037,7.22388,7.43551,7.36937,7.1734,7.17763,7.27525
P2RX7,3.89483,3.8942,4.21031,3.84298,3.86277,4.19691,3.84082,3.88689
LEP,3.8941,4.0405,3.85021,3.76402,3.6454,3.90779,3.71554,4.06338
LOC101927057,4.42289,4.20752,4.56715,4.15788,4.16633,4.55278,4.16754,4.35859
CXCR1,6.33484,6.26324,6.42697,6.25714,6.21415,6.30402,6.16209,6.34039
SLC10A2,3.99416,3.92027,4.35306,3.72684,3.9104,4.11442,3.88261,4.03886
SAA2-SAA4,4.56231,4.78129,4.83925,4.45951,4.80332,4.99404,4.97772,4.81343
SLC17A2,3.83138,3.97737,3.84298,3.53612,3.68425,3.78471,3.84745,3.79903
MFN1,8.51838,8.66777,8.26067,8.76047,8.82362,8.6465,9.21638,8.86018
CHM,5.01201,4.8567,4.75047,4.99045,5.03048,5.02114,4.83744,4.93458
VAMP1,5.11589,5.23698,5.10567,5.14552,5.02267,5.18356,5.02975,5.10757
VAMP1,4.77758,4.72612,4.73149,4.63427,4.65559,4.9808,4.70238,4.75516
AKR1D1,3.10496,3.05638,3.24241,2.96991,2.94841,3.06524,3.02926,3.10049
KCND2,3.03787,3.14241,3.27729,3.08251,2.97293,3.12141,2.97139,2.99979
LILRB1,5.84434,5.70307,6.30207,5.30409,5.49341,6.17788,5.71305,5.69661
PIK3R2,6.44953,6.57518,6.44872,6.2587,6.17771,5.95434,5.97425,6.18196
LTK,5.07833,4.70559,4.74353,4.59268,4.95108,5.09753,5.18803,4.94299
RPE65,3.01662,3.03059,3.15756,3.04649,2.85815,2.89681,2.80392,2.98733
NIPBL,7.62328,7.64795,7.63928,7.71881,7.94171,7.63007,7.909,7.59972
POU2F3,3.61602,3.87171,3.444,3.69145,3.8925,3.57901,3.77047,3.76285
LOC100996843,3.63971,3.58685,3.7816,3.98007,3.6553,3.90517,3.6364,3.74261
ADGRE1,5.00431,4.84382,5.41523,4.96408,4.92091,4.79258,5.13851,4.92301
GAB1,5.2754,5.47167,5.00336,5.36126,5.51039,5.06505,5.45761,5.38341
TNF,5.59186,5.63019,5.57272,5.68125,5.66913,5.65207,5.73987,5.52499
LY6G6C,4.77213,4.59761,4.99227,4.38405,4.45243,4.55221,4.58573,4.54906
MBTD1,6.49477,6.14809,6.28643,6.28546,6.44229,6.23434,6.33843,6.28861
GAPDHS,3.87873,3.63206,3.80619,3.72045,3.77554,4.1871,3.79725,3.90046
ZNF117,3.40207,3.72977,3.31344,3.57654,3.56277,3.7172,3.43745,3.36529
MMP23A,4.19731,4.10305,4.02777,4.03915,4.02485,4.29133,3.9972,4.05541
PRKG1,3.06166,3.02575,3.09381,3.28453,3.02507,3.08184,3.13887,3.1274
ZNF667,3.30593,3.02448,3.13548,3.18985,3.35922,3.29631,3.16195,3.22583
MAPK6,12.0367,12.1372,12.1279,12.1501,12.3781,12.6969,12.8399,12.4727
SULT1A2,8.21624,8.22715,8.37513,8.17848,7.99472,8.18207,7.98223,8.23049
MATN4,5.4342,5.26813,5.6176,5.56678,5.44036,5.69464,5.34961,5.4674
GNB5,8.225,8.18455,8.19274,8.18328,8.11933,7.90714,7.99288,8.10581
ZNF225,3.99656,4.20312,4.11737,4.18419,4.13095,3.96909,4.1871,4.06338
UGT1A1,8.45299,8.44484,9.00666,8.98303,7.47653,7.60245,8.10567,8.83675
HNRNPH3,9.36661,9.40167,9.31074,9.45276,9.24323,9.27985,9.23833,9.21063
ZNF223,4.72154,4.68369,4.4489,4.72765,4.5767,4.81844,5.08545,4.9588
CA5B,6.93711,6.71929,6.9925,6.56908,6.90668,6.73229,6.75473,6.71698
ZMYND8,4.81949,4.79764,4.75883,4.79764,4.81532,4.66026,4.7121,4.75387
GGT2,5.51811,5.45787,5.84624,5.46063,5.49737,5.78738,5.39579,5.31665
PFDN5,12.1986,12.036,12.2449,11.9762,12.1733,12.1024,12.0656,12.161
ALPK1,6.68596,6.76927,6.66883,6.65784,6.49706,7.01321,6.493,6.65926
TPSB2,4.53835,4.5289,4.67551,4.25676,4.53341,4.96363,4.30453,4.36555
HTR2A,3.81867,3.88892,3.74442,3.59978,4.05131,3.93092,3.84745,4.05874
ARR3,5.88049,5.80788,6.52057,5.69877,5.79678,6.25693,5.84296,5.9686
TONSL,4.71569,4.8944,4.91775,4.56974,4.57091,4.65089,4.54649,5.03726
PHF2,4.81733,4.92576,5.19705,4.78188,5.23457,5.27076,5.08293,5.25304
ATP4A,4.92636,4.46726,5.13789,4.95903,4.83507,5.02613,4.81306,5.00006
ALPI,4.92511,4.86856,4.87493,4.43065,4.48886,4.84994,4.88182,4.89025
KCNJ3,7.04709,7.25592,7.03505,7.05046,6.68613,6.62917,6.38137,6.43906
KCNJ3,6.74507,6.84639,6.37219,6.97602,6.29386,5.64554,5.81588,6.12601
CDK6,5.14693,5.32324,5.56008,5.02258,5.2911,5.37964,5.16237,5.14335
CITED1,4.82519,4.90739,5.24133,4.93733,4.94249,5.04577,5.01986,5.03267
MSTN,2.91523,2.78973,2.80174,2.78182,2.76351,2.89043,2.78973,2.67558
KRT32,5.12817,5.0509,5.33684,5.10798,5.19505,5.09317,4.94006,4.99904
DLX2,7.49852,7.46401,7.91936,8.33529,6.75707,6.03047,7.18264,7.61315
MYOZ2,3.20324,3.33696,3.36707,3.13047,3.38635,3.31583,3.38045,3.21806
CDH12,3.08544,3.22915,3.52492,3.16649,3.41736,3.27395,3.21219,3.31331
SLC18A3,4.92941,4.92276,5.18714,4.91781,5.10866,5.17513,5.04663,5.03484
ADCYAP1R1,3.82389,4.10132,4.25342,3.89501,3.89471,4.0691,3.61138,3.76481
NTRK2,5.59989,5.38932,5.72277,5.16401,5.1393,5.625,5.06962,5.43621
GLMN,6.75973,7.01236,6.56868,7.07495,6.87763,6.94952,7.0221,6.91556
DIO3,5.50113,5.4591,5.45398,5.33784,5.46051,5.40905,5.36361,5.59606
TBX5,3.82605,3.63009,3.90503,3.62419,3.78287,3.86824,3.99094,3.90206
HIST1H2AH,8.40561,8.55909,8.03725,8.51774,7.82961,7.50956,7.62199,7.65669
GNG5,11.2083,11.2321,11.044,11.1339,11.1818,11.1475,11.2146,11.2742
APOBEC1,3.71184,3.86917,3.89521,3.79323,3.76232,3.99995,3.63709,3.88676
CRTC1,7.44019,7.31974,7.69694,7.20379,7.35419,7.5026,7.27471,7.30714
IL12A,3.1701,3.0133,3.27251,2.95021,2.98272,3.37111,3.09856,3.36999
KIAA0087,3.2916,3.4234,3.34698,3.27267,3.20324,3.14781,3.20068,3.15203
CACNA1B,5.41403,5.32742,5.23103,5.31429,4.95401,5.42445,5.04344,5.47252
AKT1,9.49205,9.61328,9.4217,9.514,9.14043,8.8604,8.82787,9.08825
ZBTB18,3.3066,3.34899,3.40147,3.47247,3.32521,3.54245,3.53688,3.47259
HMMR,9.5557,9.84243,9.11241,9.55652,9.60349,9.50822,9.6053,9.50501
GNGT1,4.14035,4.0687,4.07371,4.31583,4.07439,4.12389,4.23518,4.4466
CD101,3.61356,3.79852,3.95896,3.77093,3.81144,3.83928,3.63696,3.77594
H2AFY,11.9441,12.0014,11.966,11.9438,11.8813,11.8642,11.8026,11.8745
MIR4640,11.1234,10.7625,11.0615,10.8674,11.0162,10.6354,10.6314,10.8583
LETMD1,9.02342,9.02905,8.86333,8.88608,9.55166,9.36015,9.43734,9.24073
CDH11,4.23605,4.15793,4.44672,4.20881,4.2002,4.53337,4.30317,4.5209
CDH11,3.46722,3.10245,3.57593,3.40207,3.15333,3.19221,3.27309,3.45747
GPC5,3.17644,3.23377,3.44907,3.26224,3.28717,3.76944,3.35399,3.27571
ADIPOQ,3.20324,3.35992,3.22986,3.28498,3.30348,3.40146,3.30589,3.2772
CD80,4.49085,4.40075,4.54537,4.48642,4.35622,4.70146,4.67511,4.36489
PTGFR,3.29866,3.01371,3.13622,3.2014,3.23412,3.22385,3.0383,3.01371
FRK,6.47254,6.62591,6.31276,7.28114,6.52698,5.96729,6.91949,6.60306
TLX1,5.89171,5.63299,5.68729,5.45551,5.74123,5.90703,5.7278,5.61756
HTATIP2,10.3302,10.3729,10.3418,10.3603,10.1482,10.043,10.1393,10.3313
CASP7,8.64423,8.8169,8.35726,8.66798,8.75647,8.32655,8.79389,8.60876
GABRA6,3.3108,3.43989,3.539,3.40262,3.19593,3.31699,3.4672,3.37517
GPR19,6.17768,6.52256,6.14872,6.2024,6.18344,6.04168,5.83183,6.03351
SLC6A13,5.55035,5.50342,6.08137,5.40439,5.27332,5.91389,5.49039,5.48383
SLC10A1,3.86261,3.73379,4.17355,3.38737,3.66673,4.13552,3.68708,3.78005
BPTF,10.7959,10.5953,10.5284,10.5212,10.7436,10.2308,10.1286,10.2257
JAK3,5.25241,5.21065,5.77895,5.16463,5.0377,5.76314,5.16216,5.65293
TEN1-CDK3,6.11144,5.79967,6.25229,5.92653,6.06533,6.18156,6.02826,6.00376
ZZEF1,5.85471,5.78228,5.83874,5.68145,5.86203,6.25693,5.85554,5.88396
ZZEF1,4.79538,4.59913,4.90403,4.55388,4.91682,5.81017,5.18385,4.80505
ISLR,4.12324,3.99162,4.44356,4.17592,4.18155,4.34401,4.37658,4.3896
DNASE1L2,6.47281,6.65372,6.71089,6.85348,6.17456,6.33454,6.20183,6.51896
AGRP,5.28728,5.14074,5.53717,4.9457,5.03245,5.288,4.97199,4.97114
ICAM4,3.96203,3.42428,3.84298,3.71989,3.62666,3.76032,3.59978,3.87831
CNTN6,3.3982,3.37903,3.58541,3.24775,3.3084,3.73237,3.33176,3.47928
TNIP1,7.87897,7.73649,7.77195,7.72008,7.88743,7.5554,7.90297,7.68037
ZIC3,4.60878,4.48273,4.34731,4.56885,4.38548,4.40626,4.19623,4.4974
LIMS4,8.31422,8.23108,8.02845,8.31905,8.28354,8.37503,8.24713,8.13263
TERT,4.87803,5.33828,5.33718,4.92903,5.14172,5.25954,4.90971,5.23997
OTC,3.36181,3.38698,3.53694,3.20324,3.4878,3.40467,3.36807,3.29487
SLC22A1,3.81031,3.68309,4.10888,3.72382,3.75656,3.93489,3.7837,3.75905
NR1I2,3.84323,3.80797,3.86694,3.71989,3.72468,4.0157,3.74433,3.88446
NR1I2,5.62709,5.56807,5.51174,5.1708,5.34462,5.74275,5.28853,5.41005
FSCN2,3.84153,3.99105,4.10526,4.03067,4.00135,4.06288,3.99121,3.95407
CEACAM4,5.78922,5.58325,5.65103,5.50703,5.40684,5.82785,5.63993,5.57497
ALOX12,4.04924,4.00192,4.12329,3.74233,3.87259,4.1349,4.04513,3.92244
RBMXL2,3.51574,3.37319,3.54623,3.3116,3.59376,3.55455,3.43433,3.55455
RBMXL2,4.74724,4.53845,4.92505,4.66365,4.6434,4.85421,4.67182,4.54284
CETN1,5.20654,5.11672,5.40544,5.07109,5.21554,5.65064,5.31935,5.43156
GABRA3,3.41699,3.46263,3.48803,3.4672,3.48424,3.44268,3.32877,3.43168
USP2,4.4791,4.43567,4.60997,3.93853,4.25267,4.63715,4.24345,4.37537
SLC9A3,4.86503,4.41757,5.13142,4.34253,4.38263,4.82478,4.64901,4.98728
USP2,3.75836,3.74878,4.17833,3.76548,3.72879,4.49791,3.94401,3.81086
SPINK4,5.484,5.56634,5.87396,5.59679,5.46404,5.56769,5.50701,5.78992
GSTTP1,5.68581,5.56719,5.72057,5.53223,5.62216,5.91512,5.59502,5.66768
TNFSF8,4.72118,4.71941,4.97385,4.73862,4.51893,5.04122,4.76688,4.77796
NOX1,3.96844,3.8898,4.28248,3.91924,4.00137,3.8913,3.91445,4.06406
F9,3.48726,3.42861,3.50521,3.25735,3.39694,3.35727,3.59978,3.44118
ZFP69B,4.14928,4.71046,4.46629,4.72814,4.77249,4.82692,5.38221,4.55657
ART4,3.78111,3.67499,3.74593,3.4869,3.6802,3.57089,3.6079,3.68492
F2RL3,3.28097,3.42159,3.27806,3.26622,3.27722,3.46069,3.20983,3.26894
LOC100652777,5.11367,4.99111,4.89196,5.0014,5.09493,4.90978,5.18884,5.46878
PTBP3,7.24715,7.4467,7.30723,7.3395,7.31353,7.25173,7.33472,7.07469
SIGLEC7,4.19723,4.37323,4.38098,4.07734,4.21996,4.71542,4.25504,4.30168
AANAT,3.56706,3.71935,3.5269,3.47882,3.72453,3.9759,3.60782,3.8186
HIST1H2BN,5.03551,4.95271,5.36696,4.68994,5.25701,5.43191,5.36447,5.22378
RFPL2,4.25636,4.04262,4.52491,4.26067,4.32416,4.32427,4.29454,4.29555
PRKACG,4.67934,4.69024,5.06897,4.4932,4.83736,5.00635,4.70798,4.74885
KLRA1P,3.0698,3.24302,3.29232,3.5937,3.17991,3.35507,3.15311,3.15209
CDON,4.81733,4.71644,4.76361,4.60972,4.76069,4.85383,4.86158,4.90369
DZIP3,5.8794,5.64265,5.60121,5.94512,5.57757,5.36148,5.16967,5.57311
DZIP3,7.12415,7.41429,7.27573,7.36004,7.18767,7.07266,7.06049,6.98998
MITF,6.15059,5.822,6.06091,6.19896,6.79272,7.19941,7.35254,6.79623
RFX3,4.28603,4.28555,4.05105,4.07347,4.51812,4.27219,4.37785,4.19718
GRM5,3.54069,3.53995,3.55516,3.57718,3.43659,3.47628,3.51855,3.42912
ZNF345,4.12407,3.96657,3.84298,3.95235,3.87444,3.90183,3.95235,4.02392
KCNA3,3.53534,3.86712,3.62743,3.35301,3.62481,3.51502,3.52102,3.57488
PTPRC,4.10326,3.85753,4.14062,3.67867,3.96005,4.10533,3.99777,4.14062
CDK16,7.08765,7.40435,7.37533,7.29065,7.33709,7.41238,7.59186,7.16789
LHCGR,2.99294,3.05231,3.03329,3.05411,3.06371,3.05575,3.02533,3.19575
LINC01587,4.11591,4.13118,4.15127,4.15895,4.17247,4.33361,4.13888,4.2474
GRIK1,3.52861,3.58706,3.68973,3.36021,3.37615,3.66563,3.42861,3.50801
CALM3,13.2741,13.4093,13.1987,13.4374,13.2097,13.127,13.2849,13.2309
CYP2A6,6.71282,6.88009,6.90424,6.78317,6.73646,6.95912,7.09488,6.81149
UGT2B17,3.07416,3.43413,3.18761,3.44196,3.41754,3.26655,3.24961,3.4592
ZFY,2.97297,3.30233,3.26341,3.00107,3.15598,3.26125,3.19991,3.01941
ZFY,4.07882,4.0246,3.79321,4.39385,4.44068,3.81372,4.77816,4.12389
KCNA4,5.21886,5.18842,5.485,5.10818,5.1062,5.3613,5.21733,5.22956
SLC28A2,4.26281,4.24153,4.33187,4.10499,4.22359,4.40653,4.01867,3.89637
SIX6,4.1669,4.33953,4.47103,4.35858,3.99272,4.51928,4.20141,4.42052
MEP1B,3.74703,3.7691,3.76932,3.61487,3.83909,3.86442,3.76722,3.76307
INE1,5.51353,5.54494,5.52276,5.3663,5.29102,5.56206,5.46247,5.42353
UBN1,7.61427,7.64058,7.60703,7.60094,7.46558,7.37005,7.3471,7.42619
SLC15A1,3.59978,3.61794,3.64195,3.64699,3.69138,3.81072,3.68013,3.60881
LEPROT,4.17908,4.1335,4.17672,4.12993,4.33506,4.1072,3.98178,4.09331
MBL2,2.97278,3.0788,3.04706,2.94619,2.98101,3.18874,3.07989,3.16889
EPO,4.28803,4.09027,4.00598,4.13265,4.19227,4.18912,4.18833,4.12383
DSCR4,5.43627,5.26212,5.49792,5.14925,4.87311,5.57916,5.15504,5.31698
LINC00483,3.68617,3.58526,3.62751,3.42097,3.29474,3.61083,3.30057,3.44824
FEV,4.77995,4.78129,5.00293,4.45951,4.5199,4.60972,4.66958,4.56764
CNGA3,3.24557,3.46478,3.23679,3.23408,3.10192,3.48971,3.52509,3.57477
APOF,3.46096,3.43789,3.4764,3.14753,3.41985,3.33908,3.63761,3.43634
VEZT,5.21144,5.1794,5.22516,5.21659,5.37205,5.43412,5.37132,5.07607
KDELR3,6.50341,6.31469,6.02898,6.51257,6.7904,6.67696,7.15075,6.74085
KDELR3,8.48619,8.53096,8.52229,8.47999,8.98899,9.47069,9.40055,9.0511
RBMS1,7.93382,8.01843,7.92403,7.88423,7.97283,8.04737,7.92094,8.06349
RIPPLY3,6.02889,5.91675,6.10858,5.94538,5.88335,5.89136,5.72628,5.93876
ABI2,9.13596,9.13635,9.27192,9.14763,9.05496,9.17546,9.15828,9.20323
DEFA4,5.68676,5.63468,5.83991,5.66292,5.67644,5.93397,5.66076,5.61083
CD300C,4.73772,4.66103,4.78797,4.40451,4.39331,4.72588,4.65056,4.83286
SPAG11A,3.69916,3.68922,3.99307,3.80412,3.75104,3.85579,3.54226,3.77476
ZNF80,2.92259,2.92259,2.98634,2.95083,2.98331,2.91909,2.94412,2.93656
207273_at,3.27033,3.13581,2.97879,2.98815,3.14302,3.07489,3.11294,3.04068
CHRNE,4.9479,5.40954,5.05034,5.08605,4.92276,5.19486,5.18732,5.16438
ACSL1,5.62293,5.56008,5.83991,5.92972,5.95359,5.80502,6.06831,6.04884
CDR1,3.2261,3.06253,3.07075,3.18849,3.1652,3.36808,3.16053,3.03241
CD209,5.23326,5.38546,5.6806,5.38763,5.36474,5.51567,5.38763,5.44045
CD209,5.17205,4.74407,5.16793,5.04903,4.84518,5.166,4.7807,4.78782
NEBL,5.98162,6.13649,5.96603,6.36739,6.41102,6.55418,6.63588,6.53011
RNF185-AS1,4.7117,4.51222,4.98035,4.82366,4.44967,4.8471,4.70379,4.62216
VCX2,5.86743,5.66666,5.62639,5.72103,5.58328,5.86176,5.58261,5.65083
MYOG,5.65015,5.86584,5.77549,5.49781,5.59772,5.97013,5.80312,5.73335
RPL23AP32,4.99287,4.90201,5.01597,4.87464,4.957,4.99718,4.80125,4.92276
ASPH,3.1235,3.43413,3.30628,3.41895,3.42224,3.64241,3.78662,3.54042
CSHL1,4.22806,4.11627,4.29217,4.26106,4.38651,4.56939,4.22167,3.98758
CEP135,3.27531,3.30153,3.12617,3.56257,3.31374,3.07538,3.46253,3.12775
BIN3-IT1,4.27037,4.13092,4.42165,4.16538,4.26714,4.29507,4.2677,3.87311
ASMTL-AS1,4.25496,4.38215,4.34616,4.30285,4.24937,4.53368,4.24063,4.23096
MMP25,5.57667,5.5265,5.58059,5.61049,5.5992,5.68759,5.63244,5.41916
PLXNA2,3.57575,3.69108,4.17839,3.73371,3.74159,3.71132,3.71233,3.80675
PRRG4,5.99495,5.90691,5.70336,5.95453,5.69877,5.68607,5.69588,5.93669
MAPK7,6.62515,6.6947,6.73927,6.45986,6.63865,6.75299,6.93492,6.77276
AGTR2,3.71509,3.78761,3.8297,3.64122,3.77756,3.92131,3.55234,3.63971
AGTR2,3.00314,2.98005,3.11242,3.1494,3.10103,3.03748,3.05962,3.23149
SCNN1G,4.49566,4.35253,4.63059,4.28694,4.44229,4.72374,4.48106,4.61031
ZNF343,4.46559,4.27514,4.26545,4.20001,4.28315,4.18286,4.06894,4.30665
SLC17A3,3.90087,3.8732,3.80468,3.46859,3.62318,3.87032,3.82587,3.8125
GRM1,3.29908,3.33672,3.38457,3.32098,3.3274,3.3925,3.33643,3.54447
F7,5.6045,5.25305,5.19136,5.26896,5.25201,5.42489,5.38635,5.33698
EFNA5,4.53491,4.84959,4.61427,4.6241,4.358,4.76499,4.57517,4.63078
SGCG,10.5274,10.5129,10.3577,10.275,10.9097,10.8992,10.649,10.522
PDE1C,3.96792,3.59786,3.7179,3.77062,3.41537,3.93132,3.61553,3.7594
ZNF45,6.19941,6.3695,5.70962,6.38417,5.79437,5.07573,5.87986,5.52955
TRAPPC8,9.19092,9.29399,9.16021,9.29972,9.53182,9.40018,9.49009,9.3638
TCF15,5.92679,5.87482,5.98229,5.62763,5.94503,6.22482,5.82135,6.17363
HTR2C,4.73467,4.85297,5.0866,5.36814,5.09585,4.55804,5.00895,4.88602
SLCO1A2,3.23191,3.09746,3.26822,3.21366,3.09675,3.31485,3.32378,3.16786
NOS1,4.51874,4.65505,4.91373,4.61385,4.74176,4.83524,4.82606,4.98215
NOS1,5.5283,5.65245,5.95197,5.19934,5.36937,5.85448,5.44865,5.67337
DOC2B,5.77836,6.08916,5.96461,5.79462,5.7365,6.03042,5.8517,6.04573
PHKG1,4.88746,4.7492,5.28123,4.78613,4.68807,5.4634,4.8991,4.90501
KIR3DL2,4.93384,4.66375,4.98961,4.64527,4.37757,4.60352,4.30735,4.56179
KIR3DL2,4.72305,4.42075,4.92386,4.53294,4.39548,4.73862,4.84525,4.70452
CD226,3.15308,3.1317,3.18981,3.28515,3.20614,3.45717,3.17046,3.29654
HAS1,4.88223,4.89482,5.2917,4.87664,4.98892,5.27529,4.92984,4.8506
CASQ2,4.75304,4.87189,4.95126,4.80088,4.91899,4.88656,4.76433,4.85651
CDK13,8.54709,8.53906,8.58063,8.61762,8.78632,8.53552,8.87767,8.65793
CDK13,5.63038,5.70065,5.49075,5.77517,6.0393,5.86467,5.80123,5.56595
STAU1,11.7906,11.7531,11.8493,11.7528,11.806,11.8098,11.7367,11.755
ABCB9,6.09421,5.94288,6.42263,5.88471,5.76166,5.82729,5.73801,5.8503
ITSN1,3.48519,3.19715,3.31874,3.35076,3.38482,3.28717,3.2449,3.43037
MBP,6.11253,6.1003,6.32968,5.89888,5.96099,6.39046,6.1395,6.21237
DSC1,3.19596,3.28717,3.27265,3.06286,3.29624,3.46208,3.18832,3.20083
MAGEA1,4.20841,3.97403,3.97403,4.01404,4.18116,4.06497,3.9661,4.02983
BTC,4.91456,4.78129,4.84714,5.16395,4.97154,5.01663,5.33394,5.6856
EYA4,4.33589,4.3615,4.62855,4.47721,4.37694,4.11364,4.41477,4.42991
ALOX15,6.28313,6.13643,6.25249,6.25506,6.07793,6.11179,6.07641,6.20505
MMP8,3.73551,3.77621,3.64894,3.63797,3.73951,3.60881,3.58681,3.68881
PZP,4.97896,4.83931,5.19082,4.82307,4.59441,4.96317,4.64583,5.00439
CENPF,3.47145,3.55096,3.26047,3.15667,2.98674,3.16995,3.11392,3.18841
TFRC,12.5279,12.6133,12.4154,12.4483,12.3662,12.221,12.1962,12.1376
NMBR,3.04837,3.34024,3.52893,3.16649,2.9976,3.34024,3.40062,3.16937
TGFBR2,4.26221,4.1777,4.11737,4.20849,4.21986,4.57563,4.44985,4.30624
ATP5I,10.8932,10.7538,10.6745,10.5712,10.6881,10.6823,10.5608,10.719
SOX5,3.80127,3.65295,3.97608,3.6315,3.75862,3.76577,3.52229,3.78942
CTAG2,3.62242,3.70958,3.72723,3.45666,3.60438,3.76233,3.68013,3.70427
ZNF200,8.65799,8.73099,8.40346,8.87003,8.73146,8.79813,9.00913,8.70332
