profile_1,profile_2,profile_3,profile_4,profile_5,profile_6,profile_7,profile_8,profile_9
,control,control,control,control,treatment,treatment,treatment,treatment
SIVA1,5.72809,5.93576,5.77938,5.67437,5.76273,5.96164,5.80159,5.61793
LOC389906,3.11708,3.15824,3.32378,3.60703,3.18177,3.21336,3.35636,3.14986
USP7,5.64853,5.5883,5.62214,5.42523,5.49623,5.81064,5.59416,5.40859
FLT1,4.49669,4.61611,4.4802,4.34129,4.51266,4.69687,4.53673,4.79968
SNORD96A,6.92663,7.26349,6.8375,7.11996,7.25204,7.06984,7.04244,6.93216
PAPOLA,11.4038,11.5131,11.289,11.4769,11.5713,11.5225,11.788,11.4853
MCM4,9.48845,9.5244,9.30107,9.54146,9.01819,8.79988,8.80767,9.05074
MCM4,7.57063,7.85413,7.48869,7.8508,7.26652,6.93581,7.04704,7.31518
UTP18,5.8336,6.30307,5.80833,6.42651,6.0453,6.16122,6.35039,5.82197
KIF18B,7.426,7.52895,7.28788,7.46943,7.04972,7.26991,7.12772,7.39619
HNRNPA1,6.952,7.28878,6.8566,6.88288,6.84619,6.98687,7.15971,6.75079
OVCA2,6.66811,6.77794,6.74358,6.74953,6.87688,6.70191,6.81962,6.76173
MEX3D,6.06645,5.98815,6.24482,5.76792,6.03512,5.93818,5.85103,5.91106
CLU,5.24385,5.25571,5.10983,5.00233,5.15689,4.89958,5.04944,5.22814
PCIF1,6.79364,6.65698,7.06592,6.69354,6.60139,6.44644,6.74882,6.66457
PCIF1,6.2685,6.07682,6.31555,6.26271,6.08181,6.02767,6.11238,6.12684
SRRT,4.63938,4.25202,4.60083,4.39772,4.5389,4.26013,4.366,4.23541
SRRT,10.2977,10.5325,10.3903,10.3779,10.2864,10.4487,10.3939,10.3445
CRYBB2P1,5.80833,5.90965,5.62077,5.84143,5.99118,5.70523,6.06424,5.87321
RBP4,4.25198,4.01495,4.05186,4.12136,4.26309,4.21906,3.72975,4.26769
222050_at,4.60028,4.97293,4.82782,4.44351,4.4307,4.54186,4.34844,4.53618
E2F5,3.46674,3.22125,3.60991,3.33045,3.41194,3.41011,3.42551,3.43395
C19orf54,7.93288,7.93827,7.84374,7.76106,8.03451,7.92486,7.85704,7.82083
TAF6L,3.46055,3.56417,3.74881,3.67633,3.48576,3.44588,3.21185,3.60491
PPIEL,5.15177,5.42569,5.11895,5.00525,5.17413,5.29435,5.1308,5.37794
FAHD2CP,4.1224,4.17764,4.18517,4.02307,4.10399,4.25956,4.10257,4.12062
FAHD2A,7.91362,7.89656,7.83679,7.97043,7.7617,7.58575,7.92522,7.85986
NOL12,4.82727,5.04212,4.83925,4.62683,4.87025,4.78227,4.60418,4.75555
RNF130,4.68242,4.70682,4.69717,4.5771,4.58744,4.93585,4.73465,4.60811
ZNF335,4.71573,4.69443,4.78252,4.59371,4.72688,4.92234,4.68317,4.63385
KRT8P12,7.39355,7.34072,7.51477,7.34607,6.98466,6.80695,6.86574,7.17183
CD58,3.6469,3.66687,3.70669,3.58505,3.77386,3.78157,3.76379,3.80055
IL27RA,5.75393,5.89229,5.6823,5.82351,5.62936,4.99609,5.39403,5.71796
CDS1,3.2916,3.64024,3.58289,3.55019,3.76852,3.44858,3.64178,3.55019
PTGES3L-AARSD1,6.75701,6.79412,6.83956,6.73923,6.74789,7.03483,7.08002,6.8572
FLII,9.02737,9.23342,9.1153,9.23618,9.09599,9.24084,9.4047,9.39443
EPB41L1,4.73661,4.42289,4.81148,4.71535,4.63783,4.6539,4.39772,4.51893
HIST1H2BD,11.5082,11.453,11.4895,11.3855,11.4407,11.0671,11.0527,11.1727
DNAAF1,7.0328,6.6209,6.97984,6.78038,7.51668,7.08128,6.98126,7.09115
RIN3,4.05638,4.04269,4.24076,3.96657,3.98505,4.05638,3.85545,3.90178
DND1,7.09407,7.05832,7.20596,7.0321,6.98617,7.19941,7.13544,6.99798
SLCO4C1,4.07447,4.03079,3.63967,4.41242,3.72198,3.33773,3.76752,3.79083
ADD3-AS1,4.56673,4.28698,4.70393,4.17767,4.55001,4.48978,4.30689,4.26976
COL4A3,3.18645,3.15114,3.23844,3.10277,3.05445,3.23452,3.28717,3.21583
UROD,3.64663,3.55085,3.67972,3.46049,3.28717,3.51589,3.56277,3.51296
OAZ3,7.60173,7.64531,7.61819,7.61175,7.09248,7.31405,7.32329,7.57266
HBEGF,4.52165,4.60972,4.3338,4.30061,4.45594,4.69627,4.34194,4.2952
RACGAP1,10.7793,11.026,10.6733,10.9203,10.7787,10.5872,10.8986,10.8391
PKLR,4.32644,4.05982,4.24076,4.18192,4.13995,4.2952,4.37655,4.29207
ERG,4.05241,4.15682,4.10849,3.98087,3.86994,4.08673,3.90598,4.05196
SIRT5,5.21391,5.17509,5.20299,5.35727,5.10713,5.24575,5.16388,5.28451
SIRT5,5.30267,5.45883,5.22808,5.49891,5.35656,5.40859,5.48312,5.35656
ZBTB7A,4.64248,4.2469,5.16346,4.23316,4.07322,4.45238,4.19229,4.31966
GLYAT,4.50652,4.42678,4.57091,4.51822,4.54251,4.69189,4.55095,4.58768
SBF1,3.88086,3.85786,3.74882,3.82325,3.75937,4.05196,3.80821,3.92286
FAM174B,5.00541,4.61587,5.08272,4.83195,5.3218,5.22496,4.9264,4.93008
WNT6,4.18287,4.11016,4.19793,3.98003,4.02092,3.96625,4.10242,4.06136
MIR1204,7.31354,7.10339,7.1734,7.0441,7.57015,6.94399,6.93392,6.88283
SLC2A14,3.95773,3.39013,3.45173,3.29593,3.46359,3.54763,3.59978,3.40401
C16orf71,4.67835,5.13694,5.06246,4.85749,5.07538,5.48482,5.17366,5.27216
NDUFB2-AS1,6.79657,6.82852,6.71479,6.85803,6.83292,6.86691,6.65616,6.69566
HPCAL4,5.49167,5.40136,5.46095,5.48427,5.51443,5.53015,5.5756,5.28045
PTPN21,4.54194,4.567,4.55881,4.262,4.51506,4.61993,4.5847,4.54167
INO80B,7.49261,7.4563,7.69515,7.35987,7.40848,7.74143,7.57518,7.62538
SLX1A-SULT1A3,5.62939,5.65258,6.0179,5.54057,5.51327,5.86467,5.67363,5.47936
FAM163A,3.56971,3.8681,3.84298,3.33776,3.67126,3.53735,3.50294,3.54863
LOC101060414,5.65426,5.52898,5.8837,5.4507,5.58876,5.81432,5.43819,5.67811
222097_at,4.25198,4.16783,3.96005,3.91448,4.0334,4.2291,4.13075,4.13759
222098_s_at,3.73543,3.64079,3.55844,3.60376,3.47654,3.82808,3.71295,4.22723
LSM14A,7.99555,7.95482,7.69852,7.81787,7.91417,7.9484,7.8524,7.85774
CYP2E1,3.52296,3.82032,3.42549,3.76293,3.45123,3.87639,3.72632,3.54908
DCHS1,3.82582,3.6751,4.06378,3.58188,4.01482,4.17425,3.71003,3.95379
GSTA3,4.37743,4.12292,4.55073,3.90355,4.09373,4.49201,3.99421,4.09001
ATF1,9.50724,9.54128,9.38073,9.7518,9.60068,9.43967,9.66384,9.42548
GTF2H3,8.85576,9.06606,8.74738,8.84321,8.85498,9.03159,8.84066,8.76717
NKIRAS2,7.33981,7.32053,7.37931,7.29636,7.22556,7.30338,7.31155,7.2563
PRND,3.75563,3.82032,3.85139,3.76187,3.87917,3.9755,3.95184,3.81985
LZTS1,5.86396,6.02027,6.03604,5.89787,5.86195,6.17793,5.78571,5.9064
AMIGO2,11.8124,11.8564,11.7266,11.8949,11.8967,11.7574,11.9029,11.9559
GNL3L,6.71465,6.83225,7.17463,6.89486,6.65922,6.77557,6.84109,6.86933
SENP5,4.76944,4.7528,5.16943,4.88698,4.94441,4.85788,4.97772,4.8506
FAM63B,5.39733,5.42812,5.35355,5.39692,5.59322,5.62939,5.9514,5.545
EPS15L1,4.03758,4.07872,4.44135,4.17335,4.15025,4.12172,3.92264,3.80241
EPS15L1,7.47248,7.54343,7.80979,7.8104,7.30783,6.96429,7.34301,7.44224
WDR55,6.9221,7.06984,7.21076,7.0518,6.77612,7.33721,6.95243,7.06736
GLYR1,5.71827,5.87306,5.50091,5.52393,5.47545,5.22655,5.71827,5.23818
TBC1D16,7.61999,7.49217,7.60445,7.51915,7.63072,7.29093,7.42081,7.60028
ADCK2,5.68671,5.59123,5.99636,5.30508,5.60055,5.57169,5.59333,5.34618
CENPN,8.04796,8.28778,7.83759,8.30062,7.72487,7.60516,7.72037,7.96495
FBXO11,8.27451,8.20103,8.09205,8.14606,8.42242,8.03848,8.42725,8.22702
ZNF764,7.00905,7.04754,7.04026,7.0597,6.70509,6.91467,6.91394,7.02549
ARHGEF26,4.73115,4.7941,4.65123,5.14847,4.8446,4.37563,4.41264,4.58393
THOC2,8.72189,8.68855,8.40556,8.58169,8.77575,8.54408,8.58925,8.51889
HIF3A,4.04027,4.00146,4.17396,3.99361,3.89085,4.27048,4.11228,4.05961
HIF3A,4.56457,4.2903,4.83074,4.23235,4.32381,4.4923,4.38996,4.47767
P4HTM,8.72676,8.82486,8.73783,8.71688,8.80904,8.67312,8.50029,8.77558
AGFG2,5.91031,5.88364,5.78328,6.15995,5.98158,6.38568,6.3622,6.24313
EXOC1,9.26333,9.15707,9.28476,9.18109,9.43992,9.39103,9.46723,9.33196
NSUN6,4.73488,4.56568,3.96186,4.10022,4.28593,4.17183,4.16793,3.95711
FAM134A,5.95869,5.82132,5.52313,6.03304,6.2445,5.65409,5.69478,5.82829
MRM2,9.18046,9.29953,9.16698,9.28824,8.92796,8.81154,8.74702,8.94691
RHOT2,7.3278,7.59514,7.40029,7.3435,7.1379,7.33527,7.32333,7.37384
AGK,8.79358,8.96202,8.92177,8.83113,8.69381,8.62973,8.5497,8.71288
PHF20L1,6.43605,6.21872,6.15338,6.18944,6.85059,6.65665,6.81686,6.60403
DDO,3.56038,3.64267,3.74341,3.44881,3.4038,3.5874,3.52304,3.55743
ZNF814,3.35082,3.16468,3.54682,3.2983,3.32079,3.24872,3.47896,3.40644
ZNF729,7.48926,7.60529,7.55811,7.90374,7.59031,7.05873,7.43033,7.40565
CC2D1A,4.06705,4.04272,4.20243,3.93887,3.99606,4.02932,3.98553,3.87644
WDR13,8.14491,8.27293,8.2422,8.28573,8.13686,8.30411,8.21138,8.39141
ERV3-2,3.13242,3.15632,3.28916,2.91923,3.13903,2.93156,3.16649,3.10481
GPR89A,9.3058,9.52885,9.27965,9.56181,9.58632,9.88506,9.90816,9.67032
KLHL22,3.57606,3.2985,3.13881,3.13673,3.47639,3.27951,3.15154,3.20899
CYLD,3.34396,3.30733,3.46757,3.37037,3.42458,3.2449,3.53589,3.36419
MTMR14,8.72357,8.52587,8.81583,8.58759,8.59291,8.73676,8.70003,8.62926
KIF17,5.07966,4.98529,5.40241,5.26848,4.80332,5.21367,4.93636,4.8783
AK027225,5.12685,4.87243,4.67474,4.87098,4.90987,4.75501,4.55944,4.84859
TCF4,3.51159,3.53807,3.84356,3.65129,3.35302,3.78622,3.52151,3.60881
ACTR5,5.97269,6.1928,5.99596,6.15706,6.07584,5.92023,6.08712,5.88606
RHOT1,8.7366,8.7653,8.75453,8.88745,8.97421,8.92181,8.93987,9.01516
GOLGA8DP,4.84261,4.90639,4.82172,4.9333,5.12561,4.78737,5.23026,4.93485
GSAP,4.8411,4.79115,4.72476,4.93462,5.26726,4.64853,4.99916,4.98455
CEP63,6.98618,7.13352,6.44983,7.02147,7.45297,7.38804,7.61999,7.17492
PDCD6,6.19087,6.40165,6.10291,6.28152,6.28375,6.41302,6.12372,6.26387
MYEF2,3.33135,3.11685,3.464,3.34009,3.03981,3.46785,3.2766,3.14682
SPATS2L,8.83782,8.71749,8.65772,8.79779,9.03266,8.83086,8.79549,8.94252
SLC52A2,7.95408,7.99367,7.97703,8.1014,7.7329,7.91666,8.02437,7.99235
DYX1C1-CCPG1,6.39658,6.34475,6.16385,6.57496,6.64432,6.29936,7.05295,6.38925
WDR48,7.35657,7.47866,7.39793,7.52934,7.68935,7.8498,8.05231,7.73595
DESI2,8.39464,8.58301,8.3236,8.38271,8.64738,8.58818,8.65544,8.65109
AK023058,5.48988,5.52976,6.03783,5.37993,5.52935,5.9002,5.68321,5.4858
AKAP8L,6.67571,6.46962,6.56604,6.13997,6.47262,6.88032,6.36651,6.39212
NAALAD2,2.92375,2.93153,2.96354,3.11334,3.07137,3.16218,3.01941,2.92565
ADAMTS1,4.04178,3.87277,4.31247,3.92136,3.93393,3.76664,4.02151,4.13956
SPATA5L1,8.09171,8.06864,8.03635,8.29151,8.04311,8.02845,8.10742,8.04244
FGFR1,4.94249,4.8435,4.4898,5.05848,4.64716,4.66598,4.69788,4.84628
C9orf16,8.65692,8.5576,8.69452,8.34239,8.40887,8.60621,8.58853,8.55156
C9orf16,4.06048,3.60808,3.98231,3.62269,3.66717,4.0827,3.74645,3.85795
AK021836,3.475,3.3682,3.97242,3.43263,3.68386,3.79579,3.43666,3.63788
AF198444,3.11197,3.20758,3.12511,3.14065,3.1786,3.2076,3.1082,3.16389
SH2D3A,5.76007,5.68166,5.84207,5.41254,5.59793,5.67173,5.45934,5.5302
ZNF213-AS1,4.67402,4.84437,4.62673,4.75049,4.4945,4.66205,4.77479,4.77639
PKNOX2,5.07562,5.17294,5.29333,4.7712,5.09876,5.25075,5.03259,5.08136
NPAS3,3.59898,3.73192,3.76014,3.84369,3.46953,3.65706,3.34245,3.41338
TBC1D2,5.96066,5.77824,5.52185,5.82464,5.74535,5.91846,6.0604,5.67751
AU145025,3.4326,3.5542,3.57593,3.54308,3.41492,3.7442,3.40207,3.24105
MED15,7.3342,7.28635,7.20894,7.22963,7.14905,7.19721,7.27264,7.2536
AK021487,3.52772,3.66687,3.57971,3.67772,3.36509,3.67524,3.66838,3.61762
SCAND2P,4.91673,5.00123,5.06801,4.99646,5.08039,4.85872,5.28824,4.9459
222178_s_at,3.35449,3.09164,3.28595,3.30244,3.16971,3.05225,3.16336,3.26991
CDC5L,4.46726,4.40623,4.32225,4.43153,4.3595,4.24235,4.57025,4.12478
AU147889,4.81028,4.78491,4.73074,4.85501,5.44178,5.30827,5.47194,4.76944
CNOT2,3.2978,3.51328,3.75457,3.43648,3.57073,3.65899,3.6309,3.68523
CNOT2,9.81952,9.92714,9.59036,10.0082,9.97662,9.77948,10.0434,9.93517
MBD3,6.16702,6.4418,6.60172,6.25799,6.23764,6.43783,6.21165,6.40649
LINC00965,3.97145,4.33153,4.28718,3.98332,4.34273,4.34273,4.18674,4.07661
PKNOX2,5.01602,4.88132,5.22887,4.91359,4.70788,5.1384,4.95307,4.7563
AL109684,6.46796,6.4464,6.11044,6.30588,6.56731,6.36008,6.42422,6.28741
G3BP1,5.47292,5.51379,5.4755,5.35557,5.35922,5.44518,5.29949,5.34745
TRMO,3.29439,3.42627,3.57123,3.2449,3.30911,3.58115,3.27304,3.58061
AMBRA1,4.0239,3.96503,4.14901,3.98045,3.84416,3.97681,4.08382,4.17725
C16orf58,7.16086,7.07269,7.11339,7.06422,7.2857,7.28818,7.37946,7.3642
B4GALT7,6.91145,6.67981,6.79355,6.77963,7.16133,7.38924,7.30467,7.2676
LDAH,7.29975,7.31252,7.08733,7.34125,7.45325,7.4952,7.54896,7.28249
LDAH,6.81111,6.79051,6.80137,6.65535,6.8567,7.05228,7.05228,6.68523
FAM66D,3.70348,3.84623,3.74741,3.58732,3.86017,4.07394,3.74084,3.87073
TRMO,7.67712,7.6952,7.59333,7.64996,7.7249,7.98583,7.81249,7.6734
LOC389906,3.06297,3.0373,3.01841,2.92792,3.00196,3.04846,3.0261,3.18074
AF131813,5.32781,5.21018,5.17143,4.98744,4.98963,5.32759,5.16172,5.27982
AA447740,4.78797,4.8207,4.88823,4.59497,4.77086,4.89774,4.71956,4.69388
BIN3,6.82667,7.06363,7.0968,7.01105,6.90467,6.91565,6.97417,6.76751
BSDC1,7.97942,7.91149,7.64274,7.90711,8.18541,8.12552,8.29191,8.09085
CASP8AP2,8.04113,8.17004,7.73451,8.15563,8.01863,7.50956,8.01193,7.74378
AK024355,3.0781,3.20273,3.2035,3.13972,2.77599,3.12153,3.09167,3.2035
NT5C1B-RDH14,9.48527,9.45661,9.26709,9.48581,9.56966,8.9083,9.35226,9.27552
RRN3,8.89559,9.10745,8.75613,9.31475,9.13617,8.99657,9.43085,9.01917
FAM27B,3.99404,3.94903,4.111,3.75968,3.88204,3.95587,3.80633,3.87495
NCLN,6.21735,6.30548,6.36908,6.30857,6.00883,5.97154,5.94777,6.13379
AK024602,7.37481,7.23884,7.05809,7.28087,7.22333,7.17742,7.13442,7.08136
POLR2J4,5.36528,5.47043,5.28686,5.4231,5.33185,5.32985,5.48403,5.12756
TMEM135,9.02055,8.8505,8.8049,8.8344,8.74252,8.62765,8.65791,8.51641
MIR6785,4.76722,4.5087,5.18132,4.673,4.65769,5.16898,4.91593,4.94062
SCAND2P,5.40618,5.25927,5.27909,5.37498,5.20735,5.3692,5.20243,5.08078
CERS2,11.7812,11.7456,11.8017,11.8813,11.7715,11.6447,11.7133,11.7952
AU147800,3.55379,3.50709,3.67006,3.54595,3.52692,3.87829,3.55934,3.55264
AK024988,4.48405,4.60575,4.16791,4.42071,4.82396,4.54829,4.33748,4.54216
SLC38A7,4.56486,4.60634,4.53494,4.25986,4.63726,4.78134,4.53758,4.41483
MRPL17,10.223,10.2245,10.2953,10.0338,10.3133,10.4701,10.3637,10.2753
SLC27A3,8.26989,8.60385,8.36878,8.34868,8.1043,7.77302,7.53351,7.91821
PILRA,4.51893,4.53142,4.7586,4.60624,4.53743,4.4155,4.66224,4.56873
TLE6,5.36733,5.31963,5.47232,5.2555,5.27994,5.60248,5.24767,5.21564
TSNAXIP1,5.72297,5.64702,5.83998,5.38375,5.6234,5.83439,5.53015,5.26169
EHD1,6.88441,6.97519,6.89446,6.83487,6.80677,7.11864,7.00132,7.00949
HOMER3,5.84308,5.95997,6.07703,6.00647,5.66414,5.6507,5.59045,5.69265
IL36RN,3.36236,3.3789,3.44228,3.11417,3.28717,3.59681,3.40207,3.34209
NACA2,3.84943,3.64097,3.5094,4.01495,3.75656,3.65109,3.88335,3.82053
RPL23AP53,5.38263,5.37848,5.52136,5.36772,5.52149,5.3176,5.38184,5.56008
SAA3P,4.94401,5.04265,5.1404,4.68713,4.80775,5.01225,4.69101,4.79625
AK000847,3.06752,3.02936,3.16179,3.09496,2.93461,3.18035,3.20324,3.06624
ALKBH4,6.9327,7.05456,6.87185,7.09767,6.85412,6.55418,6.85088,6.88544
222229_x_at,12.2144,12.2043,12.1806,12.1888,12.1756,12.0894,12.2611,12.2661
ACTR10,10.1992,10.3714,10.2556,10.3969,10.3329,10.42,10.4984,10.4294
LRRC59,11.5966,11.7185,11.7188,11.6755,11.6238,11.8982,12.0389,11.8824
DCLRE1C,6.64026,6.90295,6.42167,7.02935,6.75954,6.40108,6.70528,6.51965
DBNDD1,8.43534,8.37182,8.31891,8.25431,8.25478,7.93353,8.07133,8.23235
CSGALNACT2,7.98299,7.9148,7.55025,8.13302,8.18935,8.33673,8.45017,8.18863
ASAP3,7.25008,7.03572,7.36486,6.98753,7.05897,7.29306,6.97123,7.01262
ZNF112,5.07863,5.01667,4.89069,5.19116,5.04237,5.00543,4.95724,4.81546
POLM,5.40482,5.42582,5.33456,5.4097,5.54417,5.71364,5.35145,5.1841
INTS6,7.28065,7.31789,6.95983,7.66612,7.70255,7.54471,8.1322,7.87251
ISYNA1,8.41524,8.39247,8.55384,8.48115,8.18277,8.05937,7.96897,8.2023
MVB12B,5.68795,5.6903,5.79678,5.49485,5.84118,5.81446,5.84897,5.94134
KLK5,4.36911,4.29504,4.6487,4.30364,4.22055,4.60302,4.49867,4.44326
TOB2,7.68654,7.9254,7.56288,8.03603,8.10056,7.59972,8.23229,8.15662
TUG1,11.8652,11.8528,11.7609,11.7342,11.9501,11.8486,11.8298,11.7524
FER1L4,5.54335,5.46813,5.4717,5.37016,5.95856,5.5953,5.42652,5.34882
AF090913,3.11404,3.22322,3.21089,2.83237,3.41315,3.13536,3.06789,3.14152
S58722,3.41441,3.31427,3.48751,3.29069,3.10352,3.58057,3.50239,3.46656
SIRT4,4.74917,4.62981,4.84016,4.67272,4.80212,4.35263,4.322,4.56457
AB051438,3.464,3.1625,3.15798,3.27322,3.1698,3.14535,3.16419,2.97647
INTS7,7.35251,7.35192,7.28872,7.73433,7.33434,7.03847,7.42861,7.68281
GMEB2,7.44188,7.47259,7.26375,7.37195,7.50765,7.2825,7.548,7.30305
UBQLN4,6.11084,6.12964,5.92177,5.84867,5.92994,6.09993,5.80881,5.83618
POM121L9P,3.11173,3.11251,3.08812,3.20661,3.18959,3.17778,3.0236,3.14694
222254_at,4.16016,4.21721,4.29463,4.28755,4.28624,4.43588,4.19185,4.25559
PRX,3.25618,3.4773,3.54255,3.32597,3.53242,3.37816,3.33226,3.47433
JMJD7,5.61018,5.63925,5.46164,5.61639,5.56046,5.69379,5.66507,5.66235
ACE2,3.80582,3.64291,3.77565,3.70759,3.53106,3.89764,3.95029,3.99627
SH3BP4,8.90802,8.99074,8.82209,8.92696,9.12464,9.10458,9.21671,9.04345
SPO11,3.09523,3.01344,3.02453,3.22329,3.14667,3.1517,3.10498,3.21469
AK026947,5.22556,5.12486,5.56008,5.19299,5.15375,5.4831,5.27694,5.34102
TLDC1,4.5997,4.49701,5.07602,4.74045,4.42479,5.02504,4.60099,4.92071
ETNK1,7.02241,7.09801,6.63258,7.51117,7.14949,6.90105,7.23922,7.16812
SLC35E1,7.53327,7.37271,7.40876,7.50627,7.85704,7.9876,7.99428,7.75516
HNRNPUL2,7.05687,7.1403,6.9296,6.94656,6.82936,7.12878,6.9043,7.16304
TNS4,6.03154,5.69021,5.83601,5.74952,5.9461,5.86732,5.85707,5.98942
BF796940,8.73581,8.93493,8.48623,8.71527,8.88052,8.48623,8.62533,8.43904
TMEM209,5.19628,5.32313,5.33774,5.41288,5.35736,5.25347,5.15033,5.3537
MUC5B,4.42071,4.28125,4.17733,4.28847,4.47522,4.55475,4.23518,4.14288
APOOL,7.24379,7.25545,7.28078,7.19094,7.32842,7.06253,7.53313,7.4611
PPP4R3B,4.43326,4.63711,4.49403,4.61984,4.64691,4.52509,4.95399,4.44575
AV720803,5.37577,5.37383,5.67192,5.28366,5.46529,5.82364,5.44569,5.3128
SCIN,3.67545,4.01495,3.64459,3.58701,3.57112,3.62058,3.46693,3.6707
PAPOLG,4.64051,4.70419,4.40524,4.63278,4.88883,4.16912,4.45682,4.43557
ZDHHC8P1,4.67023,4.62447,5.25484,4.64559,4.7461,5.21611,4.50731,4.70301
MRPS30,7.89381,7.86526,7.7961,7.96001,7.66963,6.71538,7.30729,7.47175
METTL2B,5.52236,5.75743,5.81821,5.91244,5.70748,5.64412,5.71305,5.57522
C1QTNF9B-AS1,4.65142,4.94801,5.01766,4.78198,4.69304,4.87283,4.78144,4.83161
LOC101929726,4.70042,4.81339,4.78412,4.62311,4.90253,5.34299,4.79355,4.68575
HLA-F-AS1,8.00523,7.83904,7.97308,7.93615,7.87767,7.93322,7.97827,7.91987
TMEM147-AS1,5.76795,5.94969,5.99703,5.73649,5.7381,6.07722,5.62802,5.94046
LOC101929219,3.75721,3.57529,4.16221,3.71359,3.7881,3.91882,3.81875,3.92104
AV761453,7.18628,6.79248,6.56417,6.73677,7.09269,7.03863,6.88974,6.83144
ZNF480,5.08386,5.05101,4.91633,5.15138,5.11318,4.64983,4.76612,4.7199
AI734111,6.64736,6.76311,6.89898,6.56139,6.88338,6.813,6.6344,6.73278
IGHD,4.66453,4.70501,4.71404,4.51093,4.60795,4.85949,4.35786,4.64244
SNAPC3,4.09303,4.11037,3.9148,4.31931,4.07542,4.13894,4.05805,3.96537
TRDN,3.14278,3.01568,3.09501,3.04243,3.08276,3.2449,3.00936,3.1332
222288_at,3.98635,4.13314,4.313,4.42333,4.10007,3.62031,4.07723,4.07158
KCNC2,5.02671,4.75558,4.94909,4.90587,4.90677,4.89029,4.96291,5.12115
OR2A9P,3.96621,4.09878,4.04241,3.99118,4.39803,4.17997,4.15983,4.23507
FAM149A,3.10052,3.29598,3.21484,3.29027,3.34448,3.48421,3.37544,3.21032
CD40,3.65046,3.65046,3.67657,3.61699,3.68796,3.6806,3.835,3.65117
CADM4,4.56932,4.78847,4.67632,4.40219,4.75236,4.55787,4.60638,4.48696
RAB27A,5.80934,5.72368,5.46081,6.125,5.76611,5.71445,5.81238,5.71945
222295_x_at,3.70928,3.84835,3.79666,3.64178,3.54901,3.91202,3.73131,3.79514
222296_at,3.70014,3.54252,4.19487,3.61622,3.74479,3.96657,3.76722,3.65894
RPL18,6.42986,6.26171,6.34258,6.31952,6.35394,6.28081,6.34963,6.42099
222298_at,3.79236,3.53831,4.05071,3.75983,3.72726,3.84243,3.64738,3.78002
222299_x_at,3.13934,3.00111,2.86878,2.98037,3.08276,2.9485,2.96969,3.03261
BF155672,3.70768,3.60356,3.55854,3.71509,3.31326,3.66753,3.625,3.60881
C1orf61,4.46875,4.32752,4.61127,4.42666,4.65225,5.05078,4.5283,4.54219
BE813017,6.26903,6.22295,6.24376,6.13968,6.08283,6.44375,6.26128,6.14284
AV700891,6.4402,5.91308,5.76127,6.53968,6.80243,6.66645,7.45991,6.60323
OR7E47P,5.80328,6.11105,5.91162,5.6753,5.90987,6.02519,5.92892,5.91615
HK2,5.11279,4.96652,5.29619,5.04229,4.91287,4.7647,4.72675,5.0531
AA521034,5.30484,5.12093,4.94786,5.01957,5.24879,4.8646,4.83114,4.93689
PDCD4-AS1,5.37618,5.32609,5.54158,5.35619,5.11856,5.00464,4.83591,5.37141
AV700403,3.15521,3.17271,3.08026,3.0707,3.06523,3.16068,3.04304,3.14519
C6orf62,5.2134,5.23896,4.73166,5.53154,5.61395,4.9759,5.98518,5.09265
SCAF4,3.51656,3.62033,3.41682,3.64618,3.72923,3.49085,3.52059,3.32836
SCAF4,5.32304,5.22491,5.00562,5.27389,5.23978,4.97574,5.40192,4.87004
AW969803,7.24866,7.22877,7.16266,7.18709,7.29786,6.8822,7.121,7.16264
AW972359,4.83269,4.51522,4.13121,4.82015,5.40346,4.74753,5.31452,4.74328
EGOT,4.29978,4.19337,4.21933,4.06229,4.38346,4.58059,4.25822,4.53027
LOC100996756,6.31227,5.56008,5.83645,5.49171,6.05617,5.12763,5.32417,5.04287
AW973253,5.0779,5.24496,4.84575,5.26444,5.51587,5.59342,5.67773,5.61138
PDE3B,3.5235,3.28587,3.40622,3.75697,3.59516,3.26156,3.22824,3.39134
ZNF324B,5.57628,5.63442,5.86776,5.44506,5.53275,5.65456,5.59235,5.47225
AW970948,4.62758,4.87932,4.71965,4.90365,4.72349,5.09439,4.83727,4.64731
AW970584,3.57254,3.47882,2.89312,3.32353,3.60642,3.09167,3.35022,3.1625
AGTR2,3.53188,3.68058,3.95623,3.50032,3.73531,3.62264,3.57648,3.61366
AI791860,2.90426,2.8679,2.87748,2.80798,2.84606,2.83353,2.88669,2.95258
222323_at,4.46492,4.55472,4.81862,4.44058,4.47817,4.73725,4.55281,4.56457
AI344415,4.62783,4.61006,4.64873,4.3041,4.55527,4.41336,4.61636,4.46737
AW974812,3.1229,3.0868,3.12645,3.01941,3.2501,3.00881,3.1317,3.03014
AW973834,3.43491,3.28235,3.14683,3.41738,3.26504,3.37144,3.40207,3.44332
OR7E156P,5.3948,5.34854,5.74836,5.32971,5.3215,5.32814,5.43149,5.24005
AI133721,3.55857,3.62287,3.82297,3.64178,3.56934,3.68736,3.82041,3.89071
AW974816,6.41819,6.47292,6.38039,6.37401,6.50965,6.49136,6.46224,6.59119
AW974995,3.04474,3.11694,2.94396,2.90864,3.06224,2.93871,2.83825,3.01495
AV652328,5.18736,4.97131,5.27389,5.06124,4.86589,5.52288,5.10506,5.0931
222332_at,3.33831,3.4782,3.28678,3.50586,3.36185,3.21532,3.53978,3.5054
